date,time,country,country_code,opposing_country,spi,opposing_spi,spi_offense,opposing_spi_offense,spi_defense,opposing_spi_defense,sixteen,win
1-Jul,9:30,Switzerland,SUI,ARG,79.95,89.87,2.2816,2.9237,0.9986,0.5033,1,0
1-Jul,9:30,Uruguay,URU,COL,80.86,89.41,2.0932,2.638,0.8005,0.3854,1,0
1-Jul,9:30,USA,USA,BEL,78.54,83.11,2.0321,2.0638,0.9295,0.6053,1,0
1-Jul,18:45,Algeria,ALG,GER,75.61,88.29,2.0193,2.9654,1.1275,0.7022,1,1
1-Jul,18:45,Argentina,ARG,SUI,89.87,79.95,2.9237,2.2816,0.5033,0.9986,1,1
1-Jul,18:45,Belgium,BEL,USA,83.11,78.54,2.0638,2.0321,0.6053,0.9295,1,1
1-Jul,18:45,Brazil,BRA,CHI,90.61,86.38,3.0758,2.5169,0.5047,0.6161,1,1
1-Jul,18:45,Chile,CHI,BRA,86.38,90.61,2.5169,3.0758,0.6161,0.5047,1,0
1-Jul,18:45,Colombia,COL,URU,89.41,80.86,2.638,2.0932,0.3854,0.8005,1,1
1-Jul,18:45,Costa Rica,CRC,GRE,78.13,74.83,1.5073,1.1866,0.5823,0.5545,1,1
1-Jul,18:45,France,FRA,NGA,88.13,76.17,2.6674,1.6242,0.5389,0.7985,1,1
1-Jul,18:45,Germany,GER,ALG,88.29,75.61,2.9654,2.0193,0.7022,1.1275,1,0
1-Jul,18:45,Greece,GRE,CRC,74.83,78.13,1.1866,1.5073,0.5545,0.5823,1,0
1-Jul,18:45,Mexico,MEX,NED,79.89,87.78,1.6308,2.8654,0.5499,0.6948,1,0
1-Jul,18:45,Netherlands,NED,MEX,87.78,79.89,2.8654,1.6308,0.6948,0.5499,1,1
1-Jul,18:45,Nigeria,NGA,FRA,76.17,88.13,1.6242,2.6674,0.7985,0.5389,1,0
1-Jul,18:45,Switzerland,SUI,ARG,79.95,89.87,2.2816,2.9237,0.9986,0.5033,1,0
1-Jul,18:45,Uruguay,URU,COL,80.86,89.41,2.0932,2.638,0.8005,0.3854,1,0
1-Jul,18:45,USA,USA,BEL,78.54,83.11,2.0321,2.0638,0.9295,0.6053,1,0
1-Jul,22:30,Algeria,ALG,GER,75.61,88.29,2.0193,2.9654,1.1275,0.7022,1,1
1-Jul,22:30,Argentina,ARG,SUI,89.87,79.95,2.9237,2.2816,0.5033,0.9986,1,1
1-Jul,22:30,Belgium,BEL,USA,83.11,78.54,2.0638,2.0321,0.6053,0.9295,1,1
1-Jul,22:30,Brazil,BRA,CHI,90.61,86.38,3.0758,2.5169,0.5047,0.6161,1,1
1-Jul,22:30,Chile,CHI,BRA,86.38,90.61,2.5169,3.0758,0.6161,0.5047,1,0
1-Jul,22:30,Colombia,COL,URU,89.41,80.86,2.638,2.0932,0.3854,0.8005,1,1
1-Jul,22:30,Costa Rica,CRC,GRE,78.13,74.83,1.5073,1.1866,0.5823,0.5545,1,1
1-Jul,22:30,France,FRA,NGA,88.13,76.17,2.6674,1.6242,0.5389,0.7985,1,1
1-Jul,22:30,Germany,GER,ALG,88.29,75.61,2.9654,2.0193,0.7022,1.1275,1,0
1-Jul,22:30,Greece,GRE,CRC,74.83,78.13,1.1866,1.5073,0.5545,0.5823,1,0
1-Jul,22:30,Mexico,MEX,NED,79.89,87.78,1.6308,2.8654,0.5499,0.6948,1,0
1-Jul,22:30,Netherlands,NED,MEX,87.78,79.89,2.8654,1.6308,0.6948,0.5499,1,1
1-Jul,22:30,Nigeria,NGA,FRA,76.17,88.13,1.6242,2.6674,0.7985,0.5389,1,0
1-Jul,22:30,Switzerland,SUI,ARG,79.95,89.87,2.2816,2.9237,0.9986,0.5033,1,0
1-Jul,22:30,Uruguay,URU,COL,80.86,89.41,2.0932,2.638,0.8005,0.3854,1,0
1-Jul,22:30,USA,USA,BEL,78.54,83.11,2.0321,2.0638,0.9295,0.6053,1,0
2-Jul,9:30,Algeria,ALG,GER,75.67,88.28,2.0235,2.9649,1.1261,0.702,1,1
2-Jul,9:30,Argentina,ARG,SUI,89.56,79.76,2.7803,2.1815,0.453,0.9438,1,1
2-Jul,9:30,Belgium,BEL,USA,83.39,78.19,2.0618,1.9972,0.5813,0.9297,1,1
2-Jul,9:30,Brazil,BRA,CHI,90.61,86.39,3.076,2.5183,0.5044,0.6154,1,1
2-Jul,9:30,Chile,CHI,BRA,86.39,90.61,2.5183,3.076,0.6154,0.5044,1,0
2-Jul,9:30,Colombia,COL,URU,89.43,80.97,2.6381,2.1071,0.3828,0.8012,1,1
2-Jul,9:30,Costa Rica,CRC,GRE,78.12,74.84,1.506,1.1873,0.5814,0.5539,1,1
2-Jul,9:30,France,FRA,NGA,88.14,76.19,2.6777,1.6381,0.5427,0.8075,1,1
2-Jul,9:30,Germany,GER,ALG,88.28,75.67,2.9649,2.0235,0.702,1.1261,1,0
2-Jul,9:30,Greece,GRE,CRC,74.84,78.12,1.1873,1.506,0.5539,0.5814,1,0
2-Jul,9:30,Mexico,MEX,NED,79.87,87.78,1.6292,2.8661,0.5497,0.6941,1,0
2-Jul,9:30,Netherlands,NED,MEX,87.78,79.87,2.8661,1.6292,0.6941,0.5497,1,1
2-Jul,9:30,Nigeria,NGA,FRA,76.19,88.14,1.6381,2.6777,0.8075,0.5427,1,0
2-Jul,9:30,Switzerland,SUI,ARG,79.76,89.56,2.1815,2.7803,0.9438,0.453,1,0
2-Jul,9:30,Uruguay,URU,COL,80.97,89.43,2.1071,2.6381,0.8012,0.3828,1,0
2-Jul,9:30,USA,USA,BEL,78.19,83.39,1.9972,2.0618,0.9297,0.5813,1,0
3-Jul,9:45,Algeria,ALG,GER,75.67,88.28,2.0232,2.9654,1.1262,0.7021,1,1
3-Jul,9:45,Argentina,ARG,SUI,89.57,79.76,2.7808,2.1818,0.4529,0.9438,1,1
3-Jul,9:45,Belgium,BEL,USA,83.39,78.19,2.0623,1.9977,0.5816,0.9297,1,1
3-Jul,9:45,Brazil,BRA,CHI,90.61,86.41,3.0772,2.5199,0.5044,0.6153,1,1
3-Jul,9:45,Chile,CHI,BRA,86.41,90.61,2.5199,3.0772,0.6153,0.5044,1,0
3-Jul,9:45,Colombia,COL,URU,89.43,80.98,2.638,2.1079,0.3827,0.801,1,1
3-Jul,9:45,Costa Rica,CRC,GRE,78.13,74.85,1.5063,1.1877,0.5813,0.5541,1,1
3-Jul,9:45,France,FRA,NGA,88.15,76.2,2.6779,1.6394,0.5428,0.8074,1,1
3-Jul,9:45,Germany,GER,ALG,88.28,75.67,2.9654,2.0232,0.7021,1.1262,1,0
3-Jul,9:45,Greece,GRE,CRC,74.85,78.13,1.1877,1.5063,0.5541,0.5813,1,0
3-Jul,9:45,Mexico,MEX,NED,79.87,87.78,1.6294,2.8663,0.5498,0.6942,1,0
3-Jul,9:45,Netherlands,NED,MEX,87.78,79.87,2.8663,1.6294,0.6942,0.5498,1,1
3-Jul,9:45,Nigeria,NGA,FRA,76.2,88.15,1.6394,2.6779,0.8074,0.5428,1,0
3-Jul,9:45,Switzerland,SUI,ARG,79.76,89.57,2.1818,2.7808,0.9438,0.4529,1,0
3-Jul,9:45,Uruguay,URU,COL,80.98,89.43,2.1079,2.638,0.801,0.3827,1,0
3-Jul,9:45,USA,USA,BEL,78.19,83.39,1.9977,2.0623,0.9297,0.5816,1,0
4-Jul,18:00,Algeria,ALG,GER,75.66,88.28,2.0226,2.9655,1.1263,0.7021,1,1
4-Jul,18:00,Argentina,ARG,SUI,89.57,79.76,2.7809,2.1817,0.4528,0.9438,1,1
4-Jul,18:00,Belgium,BEL,USA,83.39,78.19,2.0624,1.9978,0.5817,0.9297,1,1
4-Jul,18:00,Brazil,BRA,CHI,90.61,86.41,3.0775,2.5202,0.5044,0.6154,1,1
4-Jul,18:00,Chile,CHI,BRA,86.41,90.61,2.5202,3.0775,0.6154,0.5044,1,0
4-Jul,18:00,Colombia,COL,URU,89.43,80.98,2.6374,2.1081,0.3827,0.8009,1,1
4-Jul,18:00,Costa Rica,CRC,GRE,78.13,74.85,1.5062,1.1878,0.5814,0.5543,1,1
4-Jul,18:00,France,FRA,NGA,88.14,76.2,2.6777,1.6394,0.5429,0.8075,1,1
4-Jul,18:00,Germany,GER,ALG,88.28,75.66,2.9655,2.0226,0.7021,1.1263,1,0
4-Jul,18:00,Greece,GRE,CRC,74.85,78.13,1.1878,1.5062,0.5543,0.5814,1,0
4-Jul,18:00,Mexico,MEX,NED,79.87,87.78,1.6292,2.8659,0.55,0.6943,1,0
4-Jul,18:00,Netherlands,NED,MEX,87.78,79.87,2.8659,1.6292,0.6943,0.55,1,1
4-Jul,18:00,Nigeria,NGA,FRA,76.2,88.14,1.6394,2.6777,0.8075,0.5429,1,0
4-Jul,18:00,Switzerland,SUI,ARG,79.76,89.57,2.1817,2.7809,0.9438,0.4528,1,0
4-Jul,18:00,Uruguay,URU,COL,80.98,89.43,2.1081,2.6374,0.8009,0.3827,1,0
4-Jul,18:00,USA,USA,BEL,78.19,83.39,1.9978,2.0624,0.9297,0.5817,1,0
4-Jul,22:00,Algeria,ALG,GER,75.66,88.28,2.0226,2.9655,1.1263,0.7021,1,1
4-Jul,22:00,Argentina,ARG,SUI,89.57,79.76,2.7809,2.1817,0.4528,0.9438,1,1
4-Jul,22:00,Belgium,BEL,USA,83.39,78.19,2.0624,1.9978,0.5817,0.9297,1,1
4-Jul,22:00,Brazil,BRA,CHI,90.61,86.41,3.0775,2.5202,0.5044,0.6154,1,1
4-Jul,22:00,Chile,CHI,BRA,86.41,90.61,2.5202,3.0775,0.6154,0.5044,1,0
4-Jul,22:00,Colombia,COL,URU,89.43,80.98,2.6374,2.1081,0.3827,0.8009,1,1
4-Jul,22:00,Costa Rica,CRC,GRE,78.13,74.85,1.5062,1.1878,0.5814,0.5543,1,1
4-Jul,22:00,France,FRA,NGA,88.14,76.2,2.6777,1.6394,0.5429,0.8075,1,1
4-Jul,22:00,Germany,GER,ALG,88.28,75.66,2.9655,2.0226,0.7021,1.1263,1,0
4-Jul,22:00,Greece,GRE,CRC,74.85,78.13,1.1878,1.5062,0.5543,0.5814,1,0
4-Jul,22:00,Mexico,MEX,NED,79.87,87.78,1.6292,2.8659,0.55,0.6943,1,0
4-Jul,22:00,Netherlands,NED,MEX,87.78,79.87,2.8659,1.6292,0.6943,0.55,1,1
4-Jul,22:00,Nigeria,NGA,FRA,76.2,88.14,1.6394,2.6777,0.8075,0.5429,1,0
4-Jul,22:00,Switzerland,SUI,ARG,79.76,89.57,2.1817,2.7809,0.9438,0.4528,1,0
4-Jul,22:00,Uruguay,URU,COL,80.98,89.43,2.1081,2.6374,0.8009,0.3827,1,0
4-Jul,22:00,USA,USA,BEL,78.19,83.39,1.9978,2.0624,0.9297,0.5817,1,0
5-Jul,9:30,Algeria,ALG,GER,75.78,88.68,2.0371,2.9235,1.1288,0.634,1,1
5-Jul,9:30,Argentina,ARG,SUI,89.55,79.64,2.7778,2.1847,0.4523,0.9552,1,1
5-Jul,9:30,Belgium,BEL,USA,83.39,78.24,2.0625,2.0031,0.5815,0.9302,1,1
5-Jul,9:30,Brazil,BRA,CHI,90.84,86.41,3.1211,2.5199,0.5006,0.6144,1,1
5-Jul,9:30,Chile,CHI,BRA,86.41,90.84,2.5199,3.1211,0.6144,0.5006,1,0
5-Jul,9:30,Colombia,COL,URU,89.29,80.97,2.6309,2.1056,0.393,0.8004,1,1
5-Jul,9:30,Costa Rica,CRC,GRE,78.12,74.83,1.5056,1.1857,0.5816,0.5541,1,1
5-Jul,9:30,France,FRA,NGA,87.74,76.13,2.5758,1.6419,0.5206,0.8144,1,1
5-Jul,9:30,Germany,GER,ALG,88.68,75.78,2.9235,2.0371,0.634,1.1288,1,0
5-Jul,9:30,Greece,GRE,CRC,74.83,78.12,1.1857,1.5056,0.5541,0.5816,1,0
5-Jul,9:30,Mexico,MEX,NED,79.89,87.75,1.6288,2.8653,0.5484,0.6958,1,0
5-Jul,9:30,Netherlands,NED,MEX,87.75,79.89,2.8653,1.6288,0.6958,0.5484,1,1
5-Jul,9:30,Nigeria,NGA,FRA,76.13,87.74,1.6419,2.5758,0.8144,0.5206,1,0
5-Jul,9:30,Switzerland,SUI,ARG,79.64,89.55,2.1847,2.7778,0.9552,0.4523,1,0
5-Jul,9:30,Uruguay,URU,COL,80.97,89.29,2.1056,2.6309,0.8004,0.393,1,0
5-Jul,9:30,USA,USA,BEL,78.24,83.39,2.0031,2.0625,0.9302,0.5815,1,0
5-Jul,23:00,Algeria,ALG,GER,75.78,88.68,2.0371,2.9235,1.1288,0.634,1,1
5-Jul,23:00,Argentina,ARG,SUI,89.55,79.64,2.7778,2.1847,0.4523,0.9552,1,1
5-Jul,23:00,Belgium,BEL,USA,83.39,78.24,2.0625,2.0031,0.5815,0.9302,1,1
5-Jul,23:00,Brazil,BRA,CHI,90.84,86.41,3.1211,2.5199,0.5006,0.6144,1,1
5-Jul,23:00,Chile,CHI,BRA,86.41,90.84,2.5199,3.1211,0.6144,0.5006,1,0
5-Jul,23:00,Colombia,COL,URU,89.29,80.97,2.6309,2.1056,0.393,0.8004,1,1
5-Jul,23:00,Costa Rica,CRC,GRE,78.12,74.83,1.5056,1.1857,0.5816,0.5541,1,1
5-Jul,23:00,France,FRA,NGA,87.74,76.13,2.5758,1.6419,0.5206,0.8144,1,1
5-Jul,23:00,Germany,GER,ALG,88.68,75.78,2.9235,2.0371,0.634,1.1288,1,0
5-Jul,23:00,Greece,GRE,CRC,74.83,78.12,1.1857,1.5056,0.5541,0.5816,1,0
5-Jul,23:00,Mexico,MEX,NED,79.89,87.75,1.6288,2.8653,0.5484,0.6958,1,0
5-Jul,23:00,Netherlands,NED,MEX,87.75,79.89,2.8653,1.6288,0.6958,0.5484,1,1
5-Jul,23:00,Nigeria,NGA,FRA,76.13,87.74,1.6419,2.5758,0.8144,0.5206,1,0
5-Jul,23:00,Switzerland,SUI,ARG,79.64,89.55,2.1847,2.7778,0.9552,0.4523,1,0
5-Jul,23:00,Uruguay,URU,COL,80.97,89.29,2.1056,2.6309,0.8004,0.393,1,0
5-Jul,23:00,USA,USA,BEL,78.24,83.39,2.0031,2.0625,0.9302,0.5815,1,0
6-Jul,9:00,Algeria,ALG,GER,75.7,88.66,2.0386,2.9215,1.1354,0.6331,1,1
6-Jul,9:00,Argentina,ARG,SUI,89.59,79.67,2.7121,2.1891,0.4068,0.9557,1,1
6-Jul,9:00,Belgium,BEL,USA,83,78.21,1.9836,2.0083,0.5599,0.9359,1,1
6-Jul,9:00,Brazil,BRA,CHI,90.82,86.36,3.1189,2.5219,0.4996,0.619,1,1
6-Jul,9:00,Chile,CHI,BRA,86.36,90.82,2.5219,3.1189,0.619,0.4996,1,0
6-Jul,9:00,Colombia,COL,URU,89.28,80.97,2.6291,2.1155,0.3913,0.8063,1,1
6-Jul,9:00,Costa Rica,CRC,GRE,78.46,74.88,1.4292,1.1941,0.5029,0.5572,1,1
6-Jul,9:00,France,FRA,NGA,87.74,76.23,2.577,1.6538,0.5205,0.8161,1,1
6-Jul,9:00,Germany,GER,ALG,88.66,75.7,2.9215,2.0386,0.6331,1.1354,1,0
6-Jul,9:00,Greece,GRE,CRC,74.88,78.46,1.1941,1.4292,0.5572,0.5029,1,0
6-Jul,9:00,Mexico,MEX,NED,79.88,87.46,1.638,2.7144,0.5547,0.6325,1,0
6-Jul,9:00,Netherlands,NED,MEX,87.46,79.88,2.7144,1.638,0.6325,0.5547,1,1
6-Jul,9:00,Nigeria,NGA,FRA,76.23,87.74,1.6538,2.577,0.8161,0.5205,1,0
6-Jul,9:00,Switzerland,SUI,ARG,79.67,89.59,2.1891,2.7121,0.9557,0.4068,1,0
6-Jul,9:00,Uruguay,URU,COL,80.97,89.28,2.1155,2.6291,0.8063,0.3913,1,0
6-Jul,9:00,USA,USA,BEL,78.21,83,2.0083,1.9836,0.9359,0.5599,1,0
7-Jul,0:00,Algeria,ALG,GER,75.69,88.66,2.0383,2.9216,1.1354,0.633,1,1
7-Jul,0:00,Argentina,ARG,SUI,89.59,79.66,2.7122,2.189,0.4067,0.9557,1,1
7-Jul,0:00,Belgium,BEL,USA,83,78.21,1.9837,2.0084,0.56,0.936,1,1
7-Jul,0:00,Brazil,BRA,CHI,90.82,86.37,3.1191,2.5222,0.4996,0.6192,1,1
7-Jul,0:00,Chile,CHI,BRA,86.37,90.82,2.5222,3.1191,0.6192,0.4996,1,0
7-Jul,0:00,Colombia,COL,URU,89.28,80.97,2.6289,2.1157,0.3912,0.8062,1,1
7-Jul,0:00,Costa Rica,CRC,GRE,78.46,74.88,1.4291,1.1942,0.503,0.5574,1,1
7-Jul,0:00,France,FRA,NGA,87.74,76.23,2.5769,1.6538,0.5206,0.8162,1,1
7-Jul,0:00,Germany,GER,ALG,88.66,75.69,2.9216,2.0383,0.633,1.1354,1,0
7-Jul,0:00,Greece,GRE,CRC,74.88,78.46,1.1942,1.4291,0.5574,0.503,1,0
7-Jul,0:00,Mexico,MEX,NED,79.88,87.46,1.6378,2.7141,0.5549,0.6326,1,0
7-Jul,0:00,Netherlands,NED,MEX,87.46,79.88,2.7141,1.6378,0.6326,0.5549,1,1
7-Jul,0:00,Nigeria,NGA,FRA,76.23,87.74,1.6538,2.5769,0.8162,0.5206,1,0
7-Jul,0:00,Switzerland,SUI,ARG,79.66,89.59,2.189,2.7122,0.9557,0.4067,1,0
7-Jul,0:00,Uruguay,URU,COL,80.97,89.28,2.1157,2.6289,0.8062,0.3912,1,0
7-Jul,0:00,USA,USA,BEL,78.21,83,2.0084,1.9837,0.936,0.56,1,0
8-Jul,9:30,Algeria,ALG,GER,75.69,88.66,2.0377,2.9217,1.1355,0.6331,1,1
8-Jul,9:30,Argentina,ARG,SUI,89.59,79.66,2.7123,2.1888,0.4067,0.9558,1,1
8-Jul,9:30,Belgium,BEL,USA,83,78.21,1.9839,2.0085,0.5602,0.936,1,1
8-Jul,9:30,Brazil,BRA,CHI,90.82,86.37,3.1193,2.5225,0.4996,0.6193,1,1
8-Jul,9:30,Chile,CHI,BRA,86.37,90.82,2.5225,3.1193,0.6193,0.4996,1,0
8-Jul,9:30,Colombia,COL,URU,89.28,80.98,2.6286,2.1159,0.3912,0.8061,1,1
8-Jul,9:30,Costa Rica,CRC,GRE,78.46,74.87,1.4291,1.1943,0.5031,0.5576,1,1
8-Jul,9:30,France,FRA,NGA,87.74,76.23,2.577,1.6538,0.5206,0.8162,1,1
8-Jul,9:30,Germany,GER,ALG,88.66,75.69,2.9217,2.0377,0.6331,1.1355,1,0
8-Jul,9:30,Greece,GRE,CRC,74.87,78.46,1.1943,1.4291,0.5576,0.5031,1,0
8-Jul,9:30,Mexico,MEX,NED,79.87,87.46,1.6376,2.7141,0.5551,0.6325,1,0
8-Jul,9:30,Netherlands,NED,MEX,87.46,79.87,2.7141,1.6376,0.6325,0.5551,1,1
8-Jul,9:30,Nigeria,NGA,FRA,76.23,87.74,1.6538,2.577,0.8162,0.5206,1,0
8-Jul,9:30,Switzerland,SUI,ARG,79.66,89.59,2.1888,2.7123,0.9558,0.4067,1,0
8-Jul,9:30,Uruguay,URU,COL,80.98,89.28,2.1159,2.6286,0.8061,0.3912,1,0
8-Jul,9:30,USA,USA,BEL,78.21,83,2.0085,1.9839,0.936,0.5602,1,0
8-Jul,22:00,Algeria,ALG,GER,75.69,88.66,2.0377,2.9217,1.1355,0.6331,1,1
8-Jul,22:00,Argentina,ARG,SUI,89.59,79.66,2.7123,2.1888,0.4067,0.9558,1,1
8-Jul,22:00,Belgium,BEL,USA,83,78.21,1.9839,2.0085,0.5602,0.936,1,1
8-Jul,22:00,Brazil,BRA,CHI,90.82,86.37,3.1193,2.5225,0.4996,0.6193,1,1
8-Jul,22:00,Chile,CHI,BRA,86.37,90.82,2.5225,3.1193,0.6193,0.4996,1,0
8-Jul,22:00,Colombia,COL,URU,89.28,80.98,2.6286,2.1159,0.3912,0.8061,1,1
8-Jul,22:00,Costa Rica,CRC,GRE,78.46,74.87,1.4291,1.1943,0.5031,0.5576,1,1
8-Jul,22:00,France,FRA,NGA,87.74,76.23,2.577,1.6538,0.5206,0.8162,1,1
8-Jul,22:00,Germany,GER,ALG,88.66,75.69,2.9217,2.0377,0.6331,1.1355,1,0
8-Jul,22:00,Greece,GRE,CRC,74.87,78.46,1.1943,1.4291,0.5576,0.5031,1,0
8-Jul,22:00,Mexico,MEX,NED,79.87,87.46,1.6376,2.7141,0.5551,0.6325,1,0
8-Jul,22:00,Netherlands,NED,MEX,87.46,79.87,2.7141,1.6376,0.6325,0.5551,1,1
8-Jul,22:00,Nigeria,NGA,FRA,76.23,87.74,1.6538,2.577,0.8162,0.5206,1,0
8-Jul,22:00,Switzerland,SUI,ARG,79.66,89.59,2.1888,2.7123,0.9558,0.4067,1,0
8-Jul,22:00,Uruguay,URU,COL,80.98,89.28,2.1159,2.6286,0.8061,0.3912,1,0
8-Jul,22:00,USA,USA,BEL,78.21,83,2.0085,1.9839,0.936,0.5602,1,0
9-Jul,10:00,Algeria,ALG,GER,76.16,91.36,2.052,3.3853,1.1136,0.5849,1,1
9-Jul,10:00,Argentina,ARG,SUI,89.59,79.62,2.711,2.183,0.4079,0.9556,1,1
9-Jul,10:00,Belgium,BEL,USA,83.02,78.5,1.9872,2.0192,0.5613,0.9236,1,1
9-Jul,10:00,Brazil,BRA,CHI,88.59,86.08,3.0144,2.4816,0.6982,0.6211,1,1
9-Jul,10:00,Chile,CHI,BRA,86.08,88.59,2.4816,3.0144,0.6211,0.6982,1,0
9-Jul,10:00,Colombia,COL,URU,89.06,80.86,2.5956,2.1078,0.3968,0.8106,1,1
9-Jul,10:00,Costa Rica,CRC,GRE,78.38,74.84,1.4254,1.1949,0.5066,0.561,1,1
9-Jul,10:00,France,FRA,NGA,87.85,76.23,2.5769,1.6545,0.5113,0.8175,1,1
9-Jul,10:00,Germany,GER,ALG,91.36,76.16,3.3853,2.052,0.5849,1.1136,1,0
9-Jul,10:00,Greece,GRE,CRC,74.84,78.38,1.1949,1.4254,0.561,0.5066,1,0
9-Jul,10:00,Mexico,MEX,NED,79.57,87.4,1.6152,2.7093,0.5617,0.6367,1,0
9-Jul,10:00,Netherlands,NED,MEX,87.4,79.57,2.7093,1.6152,0.6367,0.5617,1,1
9-Jul,10:00,Nigeria,NGA,FRA,76.23,87.85,1.6545,2.5769,0.8175,0.5113,1,0
9-Jul,10:00,Switzerland,SUI,ARG,79.62,89.59,2.183,2.711,0.9556,0.4079,1,0
9-Jul,10:00,Uruguay,URU,COL,80.86,89.06,2.1078,2.5956,0.8106,0.3968,1,0
9-Jul,10:00,USA,USA,BEL,78.5,83.02,2.0192,1.9872,0.9236,0.5613,1,0
9-Jul,23:00,Algeria,ALG,GER,76.16,91.36,2.052,3.3853,1.1136,0.5849,1,1
9-Jul,23:00,Argentina,ARG,SUI,89.59,79.62,2.711,2.183,0.4079,0.9556,1,1
9-Jul,23:00,Belgium,BEL,USA,83.02,78.5,1.9872,2.0192,0.5613,0.9236,1,1
9-Jul,23:00,Brazil,BRA,CHI,88.59,86.08,3.0144,2.4816,0.6982,0.6211,1,1
9-Jul,23:00,Chile,CHI,BRA,86.08,88.59,2.4816,3.0144,0.6211,0.6982,1,0
9-Jul,23:00,Colombia,COL,URU,89.06,80.86,2.5956,2.1078,0.3968,0.8106,1,1
9-Jul,23:00,Costa Rica,CRC,GRE,78.38,74.84,1.4254,1.1949,0.5066,0.561,1,1
9-Jul,23:00,France,FRA,NGA,87.85,76.23,2.5769,1.6545,0.5113,0.8175,1,1
9-Jul,23:00,Germany,GER,ALG,91.36,76.16,3.3853,2.052,0.5849,1.1136,1,0
9-Jul,23:00,Greece,GRE,CRC,74.84,78.38,1.1949,1.4254,0.561,0.5066,1,0
9-Jul,23:00,Mexico,MEX,NED,79.57,87.4,1.6152,2.7093,0.5617,0.6367,1,0
9-Jul,23:00,Netherlands,NED,MEX,87.4,79.57,2.7093,1.6152,0.6367,0.5617,1,1
9-Jul,23:00,Nigeria,NGA,FRA,76.23,87.85,1.6545,2.5769,0.8175,0.5113,1,0
9-Jul,23:00,Switzerland,SUI,ARG,79.62,89.59,2.183,2.711,0.9556,0.4079,1,0
9-Jul,23:00,Uruguay,URU,COL,80.86,89.06,2.1078,2.5956,0.8106,0.3968,1,0
9-Jul,23:00,USA,USA,BEL,78.5,83.02,2.0192,1.9872,0.9236,0.5613,1,0
10-Jul,16:45,Algeria,ALG,GER,76.15,91.35,2.0503,3.3853,1.1128,0.5851,1,1
10-Jul,16:45,Argentina,ARG,SUI,89.17,79.62,2.5521,2.1881,0.3581,0.9593,1,1
10-Jul,16:45,Belgium,BEL,USA,83,78.5,1.9914,2.0165,0.5655,0.9219,1,1
10-Jul,16:45,Brazil,BRA,CHI,88.58,86.06,3.0129,2.483,0.6974,0.6242,1,1
10-Jul,16:45,Chile,CHI,BRA,86.06,88.58,2.483,3.0129,0.6242,0.6974,1,0
10-Jul,16:45,Colombia,COL,URU,89.06,80.82,2.5988,2.102,0.3986,0.8095,1,1
10-Jul,16:45,Costa Rica,CRC,GRE,78.41,74.85,1.4314,1.194,0.5085,0.5597,1,1
10-Jul,16:45,France,FRA,NGA,87.84,76.25,2.5765,1.671,0.5112,0.828,1,1
10-Jul,16:45,Germany,GER,ALG,91.35,76.15,3.3853,2.0503,0.5851,1.1128,1,0
10-Jul,16:45,Greece,GRE,CRC,74.85,78.41,1.194,1.4314,0.5597,0.5085,1,0
10-Jul,16:45,Mexico,MEX,NED,79.6,87.38,1.6241,2.5914,0.5659,0.5666,1,0
10-Jul,16:45,Netherlands,NED,MEX,87.38,79.6,2.5914,1.6241,0.5666,0.5659,1,1
10-Jul,16:45,Nigeria,NGA,FRA,76.25,87.84,1.671,2.5765,0.828,0.5112,1,0
10-Jul,16:45,Switzerland,SUI,ARG,79.62,89.17,2.1881,2.5521,0.9593,0.3581,1,0
10-Jul,16:45,Uruguay,URU,COL,80.82,89.06,2.102,2.5988,0.8095,0.3986,1,0
10-Jul,16:45,USA,USA,BEL,78.5,83,2.0165,1.9914,0.9219,0.5655,1,0
11-Jul,10:30,Algeria,ALG,GER,76.14,91.36,2.0496,3.3854,1.1129,0.5849,1,1
11-Jul,10:30,Argentina,ARG,SUI,89.17,79.62,2.5522,2.1879,0.3581,0.9594,1,1
11-Jul,10:30,Belgium,BEL,USA,83,78.49,1.9915,2.0165,0.5657,0.922,1,1
11-Jul,10:30,Brazil,BRA,CHI,88.59,86.06,3.0132,2.4833,0.6973,0.6243,1,1
11-Jul,10:30,Chile,CHI,BRA,86.06,88.59,2.4833,3.0132,0.6243,0.6973,1,0
11-Jul,10:30,Colombia,COL,URU,89.06,80.82,2.5986,2.1022,0.3986,0.8093,1,1
11-Jul,10:30,Costa Rica,CRC,GRE,78.41,74.85,1.4313,1.1941,0.5086,0.5598,1,1
11-Jul,10:30,France,FRA,NGA,87.84,76.25,2.5764,1.671,0.5113,0.8281,1,1
11-Jul,10:30,Germany,GER,ALG,91.36,76.14,3.3854,2.0496,0.5849,1.1129,1,0
11-Jul,10:30,Greece,GRE,CRC,74.85,78.41,1.1941,1.4313,0.5598,0.5086,1,0
11-Jul,10:30,Mexico,MEX,NED,79.59,87.37,1.6238,2.5912,0.5661,0.5667,1,0
11-Jul,10:30,Netherlands,NED,MEX,87.37,79.59,2.5912,1.6238,0.5667,0.5661,1,1
11-Jul,10:30,Nigeria,NGA,FRA,76.25,87.84,1.671,2.5764,0.8281,0.5113,1,0
11-Jul,10:30,Switzerland,SUI,ARG,79.62,89.17,2.1879,2.5522,0.9594,0.3581,1,0
11-Jul,10:30,Uruguay,URU,COL,80.82,89.06,2.1022,2.5986,0.8093,0.3986,1,0
