date,time,country,country_code,opposing_country,spi,opposing_spi,spi_offense,opposing_spi_offense,spi_defense,opposing_spi_defense,sixteen,win
16-Jun,1:00,Costa Rica,CRC,GRE,77.4,74.35,1.592,1.292,0.6859,0.6577,0.7241,1
16-Jun,1:00,France,FRA,NGA,87.49,75.02,2.6233,1.6593,0.5744,0.8921,0.9293,1
16-Jun,1:00,Germany,GER,ALG,88.87,63.35,3.1985,1.1188,0.7763,1.166,0.8809,0
16-Jun,1:00,Greece,GRE,CRC,74.35,77.4,1.292,1.592,0.6577,0.6859,0.15,0
16-Jun,1:00,Mexico,MEX,NED,77.47,86.87,1.5187,2.8015,0.6278,0.7438,0.5867,0
16-Jun,1:00,Netherlands,NED,MEX,86.87,77.47,2.8015,1.5187,0.7438,0.6278,0.9564,1
16-Jun,1:00,Nigeria,NGA,FRA,75.02,87.49,1.6593,2.6233,0.8921,0.5744,0.3102,0
16-Jun,1:00,Switzerland,SUI,ARG,79.31,90.51,2.0712,2.901,0.8939,0.4164,0.8032,0
16-Jun,1:00,Uruguay,URU,COL,80.77,87.62,2.1806,2.3961,0.8603,0.4209,0.2123,0
16-Jun,1:00,USA,USA,BEL,77.53,82.1,2.0458,2.1462,1.0036,0.7351,0.3293,0
16-Jun,18:30,Algeria,ALG,GER,63.35,88.87,1.1188,3.1985,1.166,0.7763,0.2021,1
16-Jun,18:30,Argentina,ARG,SUI,90.51,79.31,2.901,2.0712,0.4164,0.8939,0.9811,1
16-Jun,18:30,Belgium,BEL,USA,82.1,77.53,2.1462,2.0458,0.7351,1.0036,0.7802,1
16-Jun,18:30,Brazil,BRA,CHI,91.61,86.77,3.3851,2.7182,0.5567,0.702,0.9986,1
16-Jun,18:30,Chile,CHI,BRA,86.77,91.61,2.7182,3.3851,0.702,0.5567,0.7776,0
16-Jun,18:30,Colombia,COL,URU,87.62,80.77,2.3961,2.1806,0.4209,0.8603,0.9627,1
16-Jun,18:30,Costa Rica,CRC,GRE,77.4,74.35,1.592,1.292,0.6859,0.6577,0.7138,1
16-Jun,18:30,France,FRA,NGA,87.49,75.02,2.6233,1.6593,0.5744,0.8921,0.9311,1
16-Jun,18:30,Germany,GER,ALG,88.87,63.35,3.1985,1.1188,0.7763,1.166,0.9751,0
16-Jun,18:30,Greece,GRE,CRC,74.35,77.4,1.292,1.592,0.6577,0.6859,0.1456,0
16-Jun,18:30,Mexico,MEX,NED,77.47,86.87,1.5187,2.8015,0.6278,0.7438,0.5798,0
16-Jun,18:30,Netherlands,NED,MEX,86.87,77.47,2.8015,1.5187,0.7438,0.6278,0.9609,1
16-Jun,18:30,Nigeria,NGA,FRA,75.02,87.49,1.6593,2.6233,0.8921,0.5744,0.3132,0
16-Jun,18:30,Switzerland,SUI,ARG,79.31,90.51,2.0712,2.901,0.8939,0.4164,0.8017,0
16-Jun,18:30,Uruguay,URU,COL,80.77,87.62,2.1806,2.3961,0.8603,0.4209,0.2113,0
16-Jun,18:30,USA,USA,BEL,77.53,82.1,2.0458,2.1462,1.0036,0.7351,0.368,0
16-Jun,21:00,Algeria,ALG,GER,63.35,88.87,1.1188,3.1985,1.166,0.7763,0.1961,1
16-Jun,21:00,Argentina,ARG,SUI,90.51,79.31,2.901,2.0712,0.4164,0.8939,0.9867,1
16-Jun,21:00,Belgium,BEL,USA,82.1,77.53,2.1462,2.0458,0.7351,1.0036,0.7773,1
16-Jun,21:00,Brazil,BRA,CHI,91.61,86.77,3.3851,2.7182,0.5567,0.702,0.9989,1
16-Jun,21:00,Chile,CHI,BRA,86.77,91.61,2.7182,3.3851,0.702,0.5567,0.7697,0
16-Jun,21:00,Colombia,COL,URU,87.62,80.77,2.3961,2.1806,0.4209,0.8603,0.9592,1
16-Jun,21:00,Costa Rica,CRC,GRE,77.4,74.35,1.592,1.292,0.6859,0.6577,0.7206,1
16-Jun,21:00,France,FRA,NGA,87.49,75.02,2.6233,1.6593,0.5744,0.8921,0.9328,1
16-Jun,21:00,Germany,GER,ALG,88.87,63.35,3.1985,1.1188,0.7763,1.166,0.9755,0
16-Jun,21:00,Greece,GRE,CRC,74.35,77.4,1.292,1.592,0.6577,0.6859,0.1434,0
16-Jun,21:00,Mexico,MEX,NED,77.47,86.87,1.5187,2.8015,0.6278,0.7438,0.5909,0
16-Jun,21:00,Netherlands,NED,MEX,86.87,77.47,2.8015,1.5187,0.7438,0.6278,0.9563,1
16-Jun,21:00,Nigeria,NGA,FRA,75.02,87.49,1.6593,2.6233,0.8921,0.5744,0.2678,0
16-Jun,21:00,Switzerland,SUI,ARG,79.31,90.51,2.0712,2.901,0.8939,0.4164,0.7913,0
16-Jun,21:00,Uruguay,URU,COL,80.77,87.62,2.1806,2.3961,0.8603,0.4209,0.2095,0
16-Jun,21:00,USA,USA,BEL,77.53,82.1,2.0458,2.1462,1.0036,0.7351,0.3683,0
17-Jun,0:00,Algeria,ALG,GER,63.35,88.87,1.1188,3.1985,1.166,0.7763,0.2067,1
17-Jun,0:00,Argentina,ARG,SUI,90.51,79.31,2.901,2.0712,0.4164,0.8939,0.986,1
17-Jun,0:00,Belgium,BEL,USA,82.1,77.53,2.1462,2.0458,0.7351,1.0036,0.7796,1
17-Jun,0:00,Brazil,BRA,CHI,91.61,86.77,3.3851,2.7182,0.5567,0.702,0.9981,1
17-Jun,0:00,Chile,CHI,BRA,86.77,91.61,2.7182,3.3851,0.702,0.5567,0.7733,0
17-Jun,0:00,Colombia,COL,URU,87.62,80.77,2.3961,2.1806,0.4209,0.8603,0.9637,1
17-Jun,0:00,Costa Rica,CRC,GRE,77.4,74.35,1.592,1.292,0.6859,0.6577,0.7124,1
17-Jun,0:00,France,FRA,NGA,87.49,75.02,2.6233,1.6593,0.5744,0.8921,0.9301,1
17-Jun,0:00,Germany,GER,ALG,88.87,63.35,3.1985,1.1188,0.7763,1.166,0.9748,0
17-Jun,0:00,Greece,GRE,CRC,74.35,77.4,1.292,1.592,0.6577,0.6859,0.1435,0
17-Jun,0:00,Mexico,MEX,NED,77.47,86.87,1.5187,2.8015,0.6278,0.7438,0.5949,0
17-Jun,0:00,Netherlands,NED,MEX,86.87,77.47,2.8015,1.5187,0.7438,0.6278,0.9585,1
17-Jun,0:00,Nigeria,NGA,FRA,75.02,87.49,1.6593,2.6233,0.8921,0.5744,0.2753,0
17-Jun,0:00,Switzerland,SUI,ARG,79.31,90.51,2.0712,2.901,0.8939,0.4164,0.8018,0
17-Jun,0:00,Uruguay,URU,COL,80.77,87.62,2.1806,2.3961,0.8603,0.4209,0.2078,0
17-Jun,0:00,USA,USA,BEL,77.53,82.1,2.0458,2.1462,1.0036,0.7351,0.6311,0
17-Jun,9:30,Algeria,ALG,GER,63.35,90.09,1.1178,3.2869,1.1668,0.6908,0.1967,1
17-Jun,9:30,Argentina,ARG,SUI,89.87,79.35,2.8242,2.0756,0.4467,0.8953,0.9815,1
17-Jun,9:30,Belgium,BEL,USA,82.09,78.43,2.1425,2.0989,0.7344,0.9785,0.7777,1
17-Jun,9:30,Brazil,BRA,CHI,91.6,86.83,3.3842,2.7238,0.5578,0.7007,0.9985,1
17-Jun,9:30,Chile,CHI,BRA,86.83,91.6,2.7238,3.3842,0.7007,0.5578,0.7756,0
17-Jun,9:30,Colombia,COL,URU,87.63,80.88,2.3896,2.1937,0.4174,0.8626,0.965,1
17-Jun,9:30,Costa Rica,CRC,GRE,77.45,74.21,1.5906,1.2976,0.6828,0.672,0.7233,1
17-Jun,9:30,France,FRA,NGA,86.93,74.89,2.5422,1.5476,0.5791,0.8186,0.9197,1
17-Jun,9:30,Germany,GER,ALG,90.09,63.35,3.2869,1.1178,0.6908,1.1668,0.9836,0
17-Jun,9:30,Greece,GRE,CRC,74.21,77.45,1.2976,1.5906,0.672,0.6828,0.1463,0
17-Jun,9:30,Mexico,MEX,NED,77.57,86.88,1.5338,2.8083,0.6336,0.7476,0.5862,0
17-Jun,9:30,Netherlands,NED,MEX,86.88,77.57,2.8083,1.5338,0.7476,0.6336,0.9566,1
17-Jun,9:30,Nigeria,NGA,FRA,74.89,86.93,1.5476,2.5422,0.8186,0.5791,0.2822,0
17-Jun,9:30,Switzerland,SUI,ARG,79.35,89.87,2.0756,2.8242,0.8953,0.4467,0.8057,0
17-Jun,9:30,Uruguay,URU,COL,80.88,87.63,2.1937,2.3896,0.8626,0.4174,0.215,0
17-Jun,9:30,USA,USA,BEL,78.43,82.09,2.0989,2.1425,0.9785,0.7344,0.6724,0
17-Jun,18:00,Algeria,ALG,GER,63.35,90.09,1.1178,3.2869,1.1668,0.6908,0.1213,1
17-Jun,18:00,Argentina,ARG,SUI,89.87,79.35,2.8242,2.0756,0.4467,0.8953,0.9822,1
17-Jun,18:00,Belgium,BEL,USA,82.09,78.43,2.1425,2.0989,0.7344,0.9785,0.8615,1
17-Jun,18:00,Brazil,BRA,CHI,91.6,86.83,3.3842,2.7238,0.5578,0.7007,0.9975,1
17-Jun,18:00,Chile,CHI,BRA,86.83,91.6,2.7238,3.3842,0.7007,0.5578,0.7766,0
17-Jun,18:00,Colombia,COL,URU,87.63,80.88,2.3896,2.1937,0.4174,0.8626,0.958,1
17-Jun,18:00,Costa Rica,CRC,GRE,77.45,74.21,1.5906,1.2976,0.6828,0.672,0.7155,1
17-Jun,18:00,France,FRA,NGA,86.93,74.89,2.5422,1.5476,0.5791,0.8186,0.9207,1
17-Jun,18:00,Germany,GER,ALG,90.09,63.35,3.2869,1.1178,0.6908,1.1668,0.9836,0
17-Jun,18:00,Greece,GRE,CRC,74.21,77.45,1.2976,1.5906,0.672,0.6828,0.1497,0
17-Jun,18:00,Mexico,MEX,NED,77.57,86.88,1.5338,2.8083,0.6336,0.7476,0.5866,0
17-Jun,18:00,Netherlands,NED,MEX,86.88,77.57,2.8083,1.5338,0.7476,0.6336,0.9566,1
17-Jun,18:00,Nigeria,NGA,FRA,74.89,86.93,1.5476,2.5422,0.8186,0.5791,0.276,0
17-Jun,18:00,Switzerland,SUI,ARG,79.35,89.87,2.0756,2.8242,0.8953,0.4467,0.7962,0
17-Jun,18:00,Uruguay,URU,COL,80.88,87.63,2.1937,2.3896,0.8626,0.4174,0.2162,0
17-Jun,18:00,USA,USA,BEL,78.43,82.09,2.0989,2.1425,0.9785,0.7344,0.6851,0
17-Jun,21:00,Algeria,ALG,GER,63.35,90.09,1.1178,3.2869,1.1668,0.6908,0.1274,1
17-Jun,21:00,Argentina,ARG,SUI,89.87,79.35,2.8242,2.0756,0.4467,0.8953,0.9834,1
17-Jun,21:00,Belgium,BEL,USA,82.09,78.43,2.1425,2.0989,0.7344,0.9785,0.8651,1
17-Jun,21:00,Brazil,BRA,CHI,91.6,86.83,3.3842,2.7238,0.5578,0.7007,0.9966,1
17-Jun,21:00,Chile,CHI,BRA,86.83,91.6,2.7238,3.3842,0.7007,0.5578,0.7802,0
17-Jun,21:00,Colombia,COL,URU,87.63,80.88,2.3896,2.1937,0.4174,0.8626,0.9638,1
17-Jun,21:00,Costa Rica,CRC,GRE,77.45,74.21,1.5906,1.2976,0.6828,0.672,0.7285,1
17-Jun,21:00,France,FRA,NGA,86.93,74.89,2.5422,1.5476,0.5791,0.8186,0.9201,1
17-Jun,21:00,Germany,GER,ALG,90.09,63.35,3.2869,1.1178,0.6908,1.1668,0.9857,0
17-Jun,21:00,Greece,GRE,CRC,74.21,77.45,1.2976,1.5906,0.672,0.6828,0.1445,0
17-Jun,21:00,Mexico,MEX,NED,77.57,86.88,1.5338,2.8083,0.6336,0.7476,0.8015,0
17-Jun,21:00,Netherlands,NED,MEX,86.88,77.57,2.8083,1.5338,0.7476,0.6336,0.9562,1
17-Jun,21:00,Nigeria,NGA,FRA,74.89,86.93,1.5476,2.5422,0.8186,0.5791,0.2727,0
17-Jun,21:00,Switzerland,SUI,ARG,79.35,89.87,2.0756,2.8242,0.8953,0.4467,0.8031,0
17-Jun,21:00,Uruguay,URU,COL,80.88,87.63,2.1937,2.3896,0.8626,0.4174,0.2087,0
17-Jun,21:00,USA,USA,BEL,78.43,82.09,2.0989,2.1425,0.9785,0.7344,0.6818,0
18-Jun,0:00,Algeria,ALG,GER,63.35,90.09,1.1178,3.2869,1.1668,0.6908,0.1464,1
18-Jun,0:00,Argentina,ARG,SUI,89.87,79.35,2.8242,2.0756,0.4467,0.8953,0.9838,1
18-Jun,0:00,Belgium,BEL,USA,82.09,78.43,2.1425,2.0989,0.7344,0.9785,0.8676,1
18-Jun,0:00,Brazil,BRA,CHI,91.6,86.83,3.3842,2.7238,0.5578,0.7007,0.9963,1
18-Jun,0:00,Chile,CHI,BRA,86.83,91.6,2.7238,3.3842,0.7007,0.5578,0.7779,0
18-Jun,0:00,Colombia,COL,URU,87.63,80.88,2.3896,2.1937,0.4174,0.8626,0.9579,1
18-Jun,0:00,Costa Rica,CRC,GRE,77.45,74.21,1.5906,1.2976,0.6828,0.672,0.7152,1
18-Jun,0:00,France,FRA,NGA,86.93,74.89,2.5422,1.5476,0.5791,0.8186,0.9195,1
18-Jun,0:00,Germany,GER,ALG,90.09,63.35,3.2869,1.1178,0.6908,1.1668,0.9847,0
18-Jun,0:00,Greece,GRE,CRC,74.21,77.45,1.2976,1.5906,0.672,0.6828,0.1416,0
18-Jun,0:00,Mexico,MEX,NED,77.57,86.88,1.5338,2.8083,0.6336,0.7476,0.8002,0
18-Jun,0:00,Netherlands,NED,MEX,86.88,77.57,2.8083,1.5338,0.7476,0.6336,0.9604,1
18-Jun,0:00,Nigeria,NGA,FRA,74.89,86.93,1.5476,2.5422,0.8186,0.5791,0.2792,0
18-Jun,0:00,Switzerland,SUI,ARG,79.35,89.87,2.0756,2.8242,0.8953,0.4467,0.8053,0
18-Jun,0:00,Uruguay,URU,COL,80.88,87.63,2.1937,2.3896,0.8626,0.4174,0.2156,0
18-Jun,0:00,USA,USA,BEL,78.43,82.09,2.0989,2.1425,0.9785,0.7344,0.6891,0
18-Jun,10:00,Algeria,ALG,GER,64.31,90.09,1.1809,3.2839,1.1672,0.6908,0.1602,1
18-Jun,10:00,Argentina,ARG,SUI,89.87,79.35,2.8229,2.074,0.4464,0.8956,0.9814,1
18-Jun,10:00,Belgium,BEL,USA,81.76,78.49,2.1436,2.1028,0.762,0.9782,0.8728,1
18-Jun,10:00,Brazil,BRA,CHI,90.87,86.81,3.17,2.7213,0.531,0.703,0.9942,1
18-Jun,10:00,Chile,CHI,BRA,86.81,90.87,2.7213,3.17,0.703,0.531,0.7801,0
18-Jun,10:00,Colombia,COL,URU,87.62,80.88,2.3867,2.193,0.4172,0.8631,0.9627,1
18-Jun,10:00,Costa Rica,CRC,GRE,77.5,74.2,1.5935,1.2966,0.6832,0.6725,0.7306,1
18-Jun,10:00,France,FRA,NGA,86.92,74.94,2.5397,1.5518,0.5798,0.8196,0.9223,1
18-Jun,10:00,Germany,GER,ALG,90.09,64.31,3.2839,1.1809,0.6908,1.1672,0.9804,0
18-Jun,10:00,Greece,GRE,CRC,74.2,77.5,1.2966,1.5935,0.6725,0.6832,0.1418,0
18-Jun,10:00,Mexico,MEX,NED,78.6,86.87,1.4824,2.8048,0.5291,0.7484,0.8111,0
18-Jun,10:00,Netherlands,NED,MEX,86.87,78.6,2.8048,1.4824,0.7484,0.5291,0.9573,1
18-Jun,10:00,Nigeria,NGA,FRA,74.94,86.92,1.5518,2.5397,0.8196,0.5798,0.2742,0
18-Jun,10:00,Switzerland,SUI,ARG,79.35,89.87,2.074,2.8229,0.8956,0.4464,0.8011,0
18-Jun,10:00,Uruguay,URU,COL,80.88,87.62,2.193,2.3867,0.8631,0.4172,0.2101,0
18-Jun,10:00,USA,USA,BEL,78.49,81.76,2.1028,2.1436,0.9782,0.762,0.6876,0
18-Jun,18:00,Algeria,ALG,GER,64.31,90.09,1.1809,3.2839,1.1672,0.6908,0.1528,1
18-Jun,18:00,Argentina,ARG,SUI,89.87,79.35,2.8229,2.074,0.4464,0.8956,0.9828,1
18-Jun,18:00,Belgium,BEL,USA,81.76,78.49,2.1436,2.1028,0.762,0.9782,0.8721,1
18-Jun,18:00,Brazil,BRA,CHI,90.87,86.81,3.17,2.7213,0.531,0.703,0.995,1
18-Jun,18:00,Chile,CHI,BRA,86.81,90.87,2.7213,3.17,0.703,0.531,0.776,0
18-Jun,18:00,Colombia,COL,URU,87.62,80.88,2.3867,2.193,0.4172,0.8631,0.9632,1
18-Jun,18:00,Costa Rica,CRC,GRE,77.5,74.2,1.5935,1.2966,0.6832,0.6725,0.7217,1
18-Jun,18:00,France,FRA,NGA,86.92,74.94,2.5397,1.5518,0.5798,0.8196,0.9212,1
18-Jun,18:00,Germany,GER,ALG,90.09,64.31,3.2839,1.1809,0.6908,1.1672,0.9826,0
18-Jun,18:00,Greece,GRE,CRC,74.2,77.5,1.2966,1.5935,0.6725,0.6832,0.144,0
18-Jun,18:00,Mexico,MEX,NED,78.6,86.87,1.4824,2.8048,0.5291,0.7484,0.814,0
18-Jun,18:00,Netherlands,NED,MEX,86.87,78.6,2.8048,1.4824,0.7484,0.5291,0.9983,1
18-Jun,18:00,Nigeria,NGA,FRA,74.94,86.92,1.5518,2.5397,0.8196,0.5798,0.2682,0
18-Jun,18:00,Switzerland,SUI,ARG,79.35,89.87,2.074,2.8229,0.8956,0.4464,0.8041,0
18-Jun,18:00,Uruguay,URU,COL,80.88,87.62,2.193,2.3867,0.8631,0.4172,0.2101,0
18-Jun,18:00,USA,USA,BEL,78.49,81.76,2.1028,2.1436,0.9782,0.762,0.6783,0
18-Jun,21:00,Algeria,ALG,GER,64.31,90.09,1.1809,3.2839,1.1672,0.6908,0.1589,1
18-Jun,21:00,Argentina,ARG,SUI,89.87,79.35,2.8229,2.074,0.4464,0.8956,0.9825,1
18-Jun,21:00,Belgium,BEL,USA,81.76,78.49,2.1436,2.1028,0.762,0.9782,0.8654,1
18-Jun,21:00,Brazil,BRA,CHI,90.87,86.81,3.17,2.7213,0.531,0.703,0.9948,1
18-Jun,21:00,Chile,CHI,BRA,86.81,90.87,2.7213,3.17,0.703,0.531,1,0
18-Jun,21:00,Colombia,COL,URU,87.62,80.88,2.3867,2.193,0.4172,0.8631,0.9593,1
18-Jun,21:00,Costa Rica,CRC,GRE,77.5,74.2,1.5935,1.2966,0.6832,0.6725,0.7222,1
18-Jun,21:00,France,FRA,NGA,86.92,74.94,2.5397,1.5518,0.5798,0.8196,0.921,1
18-Jun,21:00,Germany,GER,ALG,90.09,64.31,3.2839,1.1809,0.6908,1.1672,0.9822,0
18-Jun,21:00,Greece,GRE,CRC,74.2,77.5,1.2966,1.5935,0.6725,0.6832,0.145,0
18-Jun,21:00,Mexico,MEX,NED,78.6,86.87,1.4824,2.8048,0.5291,0.7484,0.8138,0
18-Jun,21:00,Netherlands,NED,MEX,86.87,78.6,2.8048,1.4824,0.7484,0.5291,1,1
18-Jun,21:00,Nigeria,NGA,FRA,74.94,86.92,1.5518,2.5397,0.8196,0.5798,0.2673,0
18-Jun,21:00,Switzerland,SUI,ARG,79.35,89.87,2.074,2.8229,0.8956,0.4464,0.8065,0
18-Jun,21:00,Uruguay,URU,COL,80.88,87.62,2.193,2.3867,0.8631,0.4172,0.2088,0
18-Jun,21:00,USA,USA,BEL,78.49,81.76,2.1028,2.1436,0.9782,0.762,0.6841,0
19-Jun,0:00,Algeria,ALG,GER,64.31,90.09,1.1809,3.2839,1.1672,0.6908,0.155,1
19-Jun,0:00,Argentina,ARG,SUI,89.87,79.35,2.8229,2.074,0.4464,0.8956,0.9814,1
19-Jun,0:00,Belgium,BEL,USA,81.76,78.49,2.1436,2.1028,0.762,0.9782,0.8679,1
19-Jun,0:00,Brazil,BRA,CHI,90.87,86.81,3.17,2.7213,0.531,0.703,0.9926,1
19-Jun,0:00,Chile,CHI,BRA,86.81,90.87,2.7213,3.17,0.703,0.531,1,0
19-Jun,0:00,Colombia,COL,URU,87.62,80.88,2.3867,2.193,0.4172,0.8631,0.9573,1
19-Jun,0:00,Costa Rica,CRC,GRE,77.5,74.2,1.5935,1.2966,0.6832,0.6725,0.708,1
19-Jun,0:00,France,FRA,NGA,86.92,74.94,2.5397,1.5518,0.5798,0.8196,0.9207,1
19-Jun,0:00,Germany,GER,ALG,90.09,64.31,3.2839,1.1809,0.6908,1.1672,0.9837,0
19-Jun,0:00,Greece,GRE,CRC,74.2,77.5,1.2966,1.5935,0.6725,0.6832,0.1527,0
19-Jun,0:00,Mexico,MEX,NED,78.6,86.87,1.4824,2.8048,0.5291,0.7484,0.6812,0
19-Jun,0:00,Netherlands,NED,MEX,86.87,78.6,2.8048,1.4824,0.7484,0.5291,1,1
19-Jun,0:00,Nigeria,NGA,FRA,74.94,86.92,1.5518,2.5397,0.8196,0.5798,0.2697,0
19-Jun,0:00,Switzerland,SUI,ARG,79.35,89.87,2.074,2.8229,0.8956,0.4464,0.8093,0
19-Jun,0:00,Uruguay,URU,COL,80.88,87.62,2.193,2.3867,0.8631,0.4172,0.2116,0
19-Jun,0:00,USA,USA,BEL,78.49,81.76,2.1028,2.1436,0.9782,0.762,0.68,0
19-Jun,9:30,Algeria,ALG,GER,64.3,89.42,1.1801,3.2403,1.1672,0.7437,0.1551,1
19-Jun,9:30,Argentina,ARG,SUI,89.89,79.54,2.8248,2.0858,0.4457,0.8897,0.982,1
19-Jun,9:30,Belgium,BEL,USA,81.88,78.46,2.1496,2.1014,0.7576,0.9798,0.8752,1
19-Jun,9:30,Brazil,BRA,CHI,91.09,87.82,3.1909,2.7509,0.516,0.6228,0.9942,1
19-Jun,9:30,Chile,CHI,BRA,87.82,91.09,2.7509,3.1909,0.6228,0.516,1,0
19-Jun,9:30,Colombia,COL,URU,87.7,80.9,2.3934,2.1952,0.4145,0.8632,0.9624,1
19-Jun,9:30,Costa Rica,CRC,GRE,77.52,74.26,1.5925,1.2973,0.6815,0.6702,0.7242,1
19-Jun,9:30,France,FRA,NGA,86.9,74.86,2.5366,1.548,0.5805,0.822,0.9207,1
19-Jun,9:30,Germany,GER,ALG,89.42,64.3,3.2403,1.1801,0.7437,1.1672,0.9786,0
19-Jun,9:30,Greece,GRE,CRC,74.26,77.52,1.2973,1.5925,0.6702,0.6815,0.1466,0
19-Jun,9:30,Mexico,MEX,NED,78.41,86.15,1.4717,2.7997,0.5341,0.8136,0.6093,0
19-Jun,9:30,Netherlands,NED,MEX,86.15,78.41,2.7997,1.4717,0.8136,0.5341,1,1
19-Jun,9:30,Nigeria,NGA,FRA,74.86,86.9,1.548,2.5366,0.822,0.5805,0.264,0
19-Jun,9:30,Switzerland,SUI,ARG,79.54,89.89,2.0858,2.8248,0.8897,0.4457,0.8074,0
19-Jun,9:30,Uruguay,URU,COL,80.9,87.7,2.1952,2.3934,0.8632,0.4145,0.2085,0
19-Jun,9:30,USA,USA,BEL,78.46,81.88,2.1014,2.1496,0.9798,0.7576,0.6832,0
19-Jun,18:00,Algeria,ALG,GER,64.3,89.42,1.1801,3.2403,1.1672,0.7437,0.1619,1
19-Jun,18:00,Argentina,ARG,SUI,89.89,79.54,2.8248,2.0858,0.4457,0.8897,0.9824,1
19-Jun,18:00,Belgium,BEL,USA,81.88,78.46,2.1496,2.1014,0.7576,0.9798,0.8652,1
19-Jun,18:00,Brazil,BRA,CHI,91.09,87.82,3.1909,2.7509,0.516,0.6228,0.9943,1
19-Jun,18:00,Chile,CHI,BRA,87.82,91.09,2.7509,3.1909,0.6228,0.516,1,0
19-Jun,18:00,Colombia,COL,URU,87.7,80.9,2.3934,2.1952,0.4145,0.8632,0.9975,1
19-Jun,18:00,Costa Rica,CRC,GRE,77.52,74.26,1.5925,1.2973,0.6815,0.6702,0.7129,1
19-Jun,18:00,France,FRA,NGA,86.9,74.86,2.5366,1.548,0.5805,0.822,0.913,1
19-Jun,18:00,Germany,GER,ALG,89.42,64.3,3.2403,1.1801,0.7437,1.1672,0.9806,0
19-Jun,18:00,Greece,GRE,CRC,74.26,77.52,1.2973,1.5925,0.6702,0.6815,0.1805,0
19-Jun,18:00,Mexico,MEX,NED,78.41,86.15,1.4717,2.7997,0.5341,0.8136,0.6182,0
19-Jun,18:00,Netherlands,NED,MEX,86.15,78.41,2.7997,1.4717,0.8136,0.5341,1,1
19-Jun,18:00,Nigeria,NGA,FRA,74.86,86.9,1.548,2.5366,0.822,0.5805,0.2671,0
19-Jun,18:00,Switzerland,SUI,ARG,79.54,89.89,2.0858,2.8248,0.8897,0.4457,0.8128,0
19-Jun,18:00,Uruguay,URU,COL,80.9,87.7,2.1952,2.3934,0.8632,0.4145,0.2211,0
19-Jun,18:00,USA,USA,BEL,78.46,81.88,2.1014,2.1496,0.9798,0.7576,0.6774,0
19-Jun,21:00,Algeria,ALG,GER,64.3,89.42,1.1801,3.2403,1.1672,0.7437,0.1603,1
19-Jun,21:00,Argentina,ARG,SUI,89.89,79.54,2.8248,2.0858,0.4457,0.8897,0.983,1
19-Jun,21:00,Belgium,BEL,USA,81.88,78.46,2.1496,2.1014,0.7576,0.9798,0.8731,1
19-Jun,21:00,Brazil,BRA,CHI,91.09,87.82,3.1909,2.7509,0.516,0.6228,0.9951,1
19-Jun,21:00,Chile,CHI,BRA,87.82,91.09,2.7509,3.1909,0.6228,0.516,1,0
19-Jun,21:00,Colombia,COL,URU,87.7,80.9,2.3934,2.1952,0.4145,0.8632,0.9981,1
19-Jun,21:00,Costa Rica,CRC,GRE,77.52,74.26,1.5925,1.2973,0.6815,0.6702,0.7749,1
19-Jun,21:00,France,FRA,NGA,86.9,74.86,2.5366,1.548,0.5805,0.822,0.9229,1
19-Jun,21:00,Germany,GER,ALG,89.42,64.3,3.2403,1.1801,0.7437,1.1672,0.978,0
19-Jun,21:00,Greece,GRE,CRC,74.26,77.52,1.2973,1.5925,0.6702,0.6815,0.1774,0
19-Jun,21:00,Mexico,MEX,NED,78.41,86.15,1.4717,2.7997,0.5341,0.8136,0.6194,0
19-Jun,21:00,Netherlands,NED,MEX,86.15,78.41,2.7997,1.4717,0.8136,0.5341,1,1
19-Jun,21:00,Nigeria,NGA,FRA,74.86,86.9,1.548,2.5366,0.822,0.5805,0.2694,0
19-Jun,21:00,Switzerland,SUI,ARG,79.54,89.89,2.0858,2.8248,0.8897,0.4457,0.8071,0
19-Jun,21:00,Uruguay,URU,COL,80.9,87.7,2.1952,2.3934,0.8632,0.4145,0.4494,0
19-Jun,21:00,USA,USA,BEL,78.46,81.88,2.1014,2.1496,0.9798,0.7576,0.6793,0
20-Jun,0:00,Algeria,ALG,GER,64.3,89.42,1.1801,3.2403,1.1672,0.7437,0.1586,1
20-Jun,0:00,Argentina,ARG,SUI,89.89,79.54,2.8248,2.0858,0.4457,0.8897,0.9822,1
20-Jun,0:00,Belgium,BEL,USA,81.88,78.46,2.1496,2.1014,0.7576,0.9798,0.8761,1
20-Jun,0:00,Brazil,BRA,CHI,91.09,87.82,3.1909,2.7509,0.516,0.6228,0.9947,1
20-Jun,0:00,Chile,CHI,BRA,87.82,91.09,2.7509,3.1909,0.6228,0.516,1,0
20-Jun,0:00,Colombia,COL,URU,87.7,80.9,2.3934,2.1952,0.4145,0.8632,1,1
20-Jun,0:00,Costa Rica,CRC,GRE,77.52,74.26,1.5925,1.2973,0.6815,0.6702,0.7823,1
20-Jun,0:00,France,FRA,NGA,86.9,74.86,2.5366,1.548,0.5805,0.822,0.9146,1
20-Jun,0:00,Germany,GER,ALG,89.42,64.3,3.2403,1.1801,0.7437,1.1672,0.9779,0
20-Jun,0:00,Greece,GRE,CRC,74.26,77.52,1.2973,1.5925,0.6702,0.6815,0.2276,0
20-Jun,0:00,Mexico,MEX,NED,78.41,86.15,1.4717,2.7997,0.5341,0.8136,0.6193,0
20-Jun,0:00,Netherlands,NED,MEX,86.15,78.41,2.7997,1.4717,0.8136,0.5341,1,1
